Pixel,Intensity
1726.47866150935,675
1728.49834239439,677
1730.51743398973,697
1732.53593629538,709
1734.55384931134,686
1736.5711730376,670
1738.58790747416,674
1740.60405262103,675
1742.61960847821,666
1744.63457504569,682
1746.64895232347,686
1748.66274031156,684
1750.67593900995,673
1752.68854841865,665
1754.70056853766,669
1756.71199936697,644
1758.72284090658,630
1760.7330931565,625
1762.74275611672,674
1764.75182978725,629
1766.76031416808,635
1768.76820925922,615
1770.77551506066,614
1772.78223157241,617
1774.78835879447,618
1776.79389672682,634
1778.79884536949,667
1780.80320472245,617
1782.80697478573,637
1784.8101555593,627
1786.81274704319,636
1788.81474923737,628
1790.81616214186,580
1792.81698575666,617
1794.81722008176,615
1796.81686511717,648
1798.81592086288,605
1800.8143873189,604
1802.81226448522,630
1804.80955236185,617
1806.80625094878,607
1808.80236024601,600
1810.79788025355,592
1812.7928109714,624
1814.78715239955,626
1816.78090453801,594
1818.77406738677,628
1820.76664094583,608
1822.7586252152,616
1824.75002019488,628
1826.74082588486,608
1828.73104228514,632
1830.72066939573,565
1832.70970721663,591
1834.69815574783,611
1836.68601498933,582
1838.67328494114,592
1840.65996560325,609
1842.64605697567,584
1844.6315590584,622
1846.61647185143,576
1848.60079535476,571
1850.5845295684,628
1852.56767449234,617
1854.55023012659,610
1856.53219647114,579
1858.513573526,567
1860.49436129117,586
1862.47455976663,607
1864.45416895241,590
1866.43318884848,593
1868.41161945487,581
1870.38946077155,624
1872.36671279855,590
1874.34337553584,597
1876.31944898345,614
1878.29493314135,580
1880.26982800957,604
1882.24413358808,630
1884.2178498769,590
1886.19097687603,607
1888.16351458546,597
1890.1354630052,596
1892.10682213524,596
1894.07759197559,629
1896.04777252624,578
1898.01736378719,626
1899.98636575846,604
1901.95477844002,641
1903.92260183189,642
1905.88983593407,636
1907.85648074655,621
1909.82253626933,627
1911.78800250242,629
1913.75287944582,653
1915.71716709952,630
1917.68086546352,659
1919.64397453783,632
1921.60649432245,639
1923.56842481737,641
1925.52976602259,625
1927.49051793812,605
1929.45068056396,608
1931.4102539001,655
1933.36923794654,619
1935.32763270329,635
1937.28543817034,620
1939.2426543477,627
1941.19928123537,605
1943.15531883333,610
1945.11076714161,609
1947.06562616019,614
1949.01989588907,630
1950.97357632826,593
1952.92666747775,633
1954.87916933755,632
1956.83108190765,649
1958.78240518806,588
1960.73313917877,595
1962.68328387979,620
1964.63283929111,649
1966.58180541274,626
1968.53018224467,595
1970.47796978691,598
1972.42516803945,627
1974.3717770023,623
1976.31779667545,595
1978.26322705891,614
1980.20806815267,618
1982.15231995673,585
1984.0959824711,595
1986.03905569578,601
1987.98153963076,581
1989.92343427605,596
1991.86473963164,586
1993.80545569753,590
1995.74558247374,585
1997.68511996024,588
1999.62406815705,583
2001.56242706417,589
2003.50019668159,578
2005.43737700931,594
2007.37396804734,578
2009.30996979568,532
2011.24538225432,569
2013.18020542326,563
2015.11443930251,565
2017.04808389207,598
2018.98113919193,578
2020.91360520209,559
2022.84548192256,580
2024.77676935333,572
2026.70746749441,556
2028.6375763458,577
2030.56709590748,587
2032.49602617948,570
2034.42436716178,576
2036.35211885438,589
2038.27928125729,560
2040.2058543705,570
2042.13183819402,564
2044.05723272784,564
2045.98203797197,591
2047.9062539264,566
2049.82988059114,577
2051.75291796618,561
2053.67536605153,552
2055.59722484718,553
2057.51849435314,561
2059.4391745694,563
2061.35926549597,551
2063.27876713284,556
2065.19767948002,549
2067.1160025375,563
2069.03373630528,580
2070.95088078338,565
2072.86743597177,585
2074.78340187047,569
2076.69877847948,568
2078.61356579879,556
2080.52776382841,589
2082.44137256833,579
2084.35439201855,565
2086.26682217908,568
2088.17866304992,545
2090.08991463106,569
2092.0005769225,559
2093.91064992425,566
2095.82013363631,554
2097.72902805867,561
2099.63733319133,585
2101.5450490343,537
2103.45217558758,540
2105.35871285116,570
2107.26466082504,557
2109.17001950923,559
2111.07478890373,572
2112.97896900852,602
2114.88255982363,554
2116.78556134904,580
2118.68797358475,562
2120.58979653077,556
2122.49103018709,548
2124.39167455372,562
2126.29172963066,553
2128.19119541789,569
2130.09007191544,587
2131.98835912328,569
2133.88605704144,546
2135.78316566989,581
2137.67968500866,554
2139.57561505772,556
2141.4709558171,573
2143.36570728677,577
2145.25986946676,586
2147.15344235704,566
2149.04642595764,567
2150.93882026853,572
2152.83062528973,556
2154.72184102124,557
2156.61246746305,573
2158.50250461517,532
2160.39195247759,560
2162.28081105032,577
2164.16908033335,592
2166.05676032668,567
2167.94385103032,565
2169.83035244427,559
2171.71626456852,559
2173.60158740308,567
2175.48632094794,564
2177.3704652031,538
2179.25402016857,582
2181.13698584435,566
2183.01936223043,591
2184.90114932681,564
2186.7823471335,579
2188.6629556505,580
2190.5429748778,554
2192.4224048154,576
2194.30124546331,589
2196.17949682152,550
2198.05715889004,576
2199.93423166887,575
2201.810715158,571
2203.68660935743,573
2205.56191426717,602
2207.43662988721,578
2209.31075621756,568
2211.18429325821,560
2213.05724100917,591
2214.92959947044,564
2216.801368642,576
2218.67254852388,581
2220.54313911605,561
2222.41314041854,595
2224.28255243132,596
2226.15137515442,578
2228.01960858781,568
2229.88725273152,588
2231.75430758552,576
2233.62077314984,577
2235.48664942445,583
2237.35193640937,578
2239.2166341046,605
2241.08074251013,573
2242.94426162597,564
2244.80719145211,580
2246.66953198856,569
2248.53128323531,546
2250.39244519236,574
2252.25301785973,579
2254.11300123739,594
2255.97239532536,553
2257.83120012364,588
2259.68941563222,595
2261.5470418511,584
2263.40407878029,574
2265.26052641979,561
2267.11638476959,584
2268.97165382969,562
2270.8263336001,565
2272.68042408082,604
2274.53392527184,596
2276.38683717316,574
2278.23915978479,557
2280.09089310673,567
2281.94203713897,552
2283.79259188151,586
2285.64255733436,575
2287.49193349751,618
2289.34072037097,570
2291.18891795474,554
2293.0365262488,596
2294.88354525318,591
2296.72997496786,585
2298.57581539284,556
2300.42106652813,592
2302.26572837372,602
2304.10980092962,576
2305.95328419582,598
2307.79617817233,585
2309.63848285914,574
2311.48019825626,557
2313.32132436368,573
2315.16186118141,594
2317.00180870944,593
2318.84116694778,608
2320.67993589642,584
2322.51811555537,577
2324.35570592462,577
2326.19270700417,565
2328.02911879404,587
2329.8649412942,591
2331.70017450467,589
2333.53481842545,571
2335.36887305653,566
2337.20233839792,564
2339.03521444961,564
2340.8675012116,585
2342.6991986839,588
2344.53030686651,592
2346.36082575942,598
2348.19075536264,615
2350.02009567616,587
2351.84884669998,593
2353.67700843411,636
2355.50458087855,606
2357.33156403329,617
2359.15795789833,625
2360.98376247368,624
2362.80897775933,607
2364.63360375529,601
2366.45764046156,605
2368.28108787813,629
2370.103946005,621
2371.92621484218,624
2373.74789438966,607
2375.56898464745,640
2377.38948561555,601
2379.20939729394,642
2381.02871968265,630
2382.84745278166,631
2384.66559659097,630
2386.48315111059,630
2388.30011634051,619
2390.11649228074,586
2391.93227893127,641
2393.74747629211,622
2395.56208436325,637
2397.3761031447,602
2399.18953263645,644
2401.00237283851,642
2402.81462375087,632
2404.62628537354,638
2406.43735770651,631
2408.24784074978,624
2410.05773450337,645
2411.86703896725,608
2413.67575414144,623
2415.48388002594,622
2417.29141662074,660
2419.09836392585,646
2420.90472194126,645
2422.71049066697,644
2424.51567010299,648
2426.32026024932,644
2428.12426110595,645
2429.92767267289,646
2431.73049495013,641
2433.53272793767,641
2435.33437163552,652
2437.13542604368,660
2438.93589116214,626
2440.7357669909,655
2442.53505352997,642
2444.33375077935,638
2446.13185873903,666
2447.92937740901,671
2449.7263067893,636
2451.52264687989,668
2453.31839768079,652
2455.113559192,678
2456.9081314135,673
2458.70211434532,658
2460.49550798744,652
2462.28831233986,664
2464.08052740259,664
2465.87215317562,664
2467.66318965896,655
2469.4536368526,651
2471.24349475655,690
2473.0327633708,669
2474.82144269536,647
2476.60953273022,640
2478.39703347539,696
2480.18394493086,672
2481.97026709664,672
2483.75599997272,660
2485.54114355911,656
2487.3256978558,640
2489.1096628628,682
2490.8930385801,680
2492.67582500771,660
2494.45802214562,662
2496.23962999384,659
2498.02064855236,665
2499.80107782118,678
2501.58091780031,695
2503.36016848975,680
2505.13882988949,702
2506.91690199954,694
2508.69438481989,705
2510.47127835054,706
2512.2475825915,708
2514.02329754277,682
2515.79842320434,703
2517.57295957621,670
2519.34690665839,729
2521.12026445088,729
2522.89303295367,726
2524.66521216676,725
2526.43680209016,729
2528.20780272387,737
2529.97821406788,778
2531.74803612219,762
2533.51726888681,770
2535.28591236173,780
2537.05396654696,716
2538.8214314425,767
2540.58830704833,794
2542.35459336448,754
2544.12029039093,808
2545.88539812768,778
2547.64991657474,798
2549.4138457321,833
2551.17718559977,797
2552.93993617774,820
2554.70209746602,848
2556.4636694646,880
2558.22465217349,878
2559.98504559268,872
2561.74484972218,897
2563.50406456198,871
2565.26269011209,903
2567.0207263725,877
2568.77817334322,931
2570.53503102424,930
2572.29129941557,914
2574.0469785172,974
2575.80206832913,958
2577.55656885138,943
2579.31048008392,964
2581.06380202677,927
2582.81653467993,958
2584.56867804339,919
2586.32023211716,936
2588.07119690123,973
2589.8215723956,963
2591.57135860028,961
2593.32055551527,976
2595.06916314056,953
2596.81718147615,995
2598.56461052205,974
2600.31145027826,941
2602.05770074477,961
2603.80336192158,908
2605.5484338087,934
2607.29291640613,940
2609.03680971386,899
2610.78011373189,945
2612.52282846023,929
2614.26495389887,915
2616.00649004782,902
2617.74743690708,932
2619.48779447664,866
2621.2275627565,878
2622.96674174667,914
2624.70533144714,835
2626.44333185792,841
2628.180742979,838
2629.91756481039,826
2631.65379735208,832
2633.38944060408,819
2635.12449456639,798
2636.85895923899,775
2638.59283462191,775
2640.32612071512,780
2642.05881751864,781
2643.79092503247,774
2645.5224432566,767
2647.25337219104,734
2648.98371183578,760
2650.71346219083,705
2652.44262325618,741
2654.17119503184,708
2655.8991775178,690
2657.62657071407,700
2659.35337462064,707
2661.07958923751,716
2662.80521456469,695
2664.53025060218,659
2666.25469734997,671
2667.97855480807,655
2669.70182297647,695
2671.42450185517,664
2673.14659144418,688
2674.8680917435,639
2676.58900275312,652
2678.30932447304,660
2680.02905690327,652
2681.74820004381,644
2683.46675389465,671
2685.18471845579,629
2686.90209372724,624
2688.618879709,582
2690.33507640106,629
2692.05068380342,628
2693.76570191609,601
2695.48013073906,649
2697.19397027234,632
2698.90722051593,617
2700.61988146982,620
2702.33195313401,617
2704.04343550851,611
2705.75432859331,565
2707.46463238842,606
2709.17434689383,636
2710.88347210955,602
2712.59200803557,609
2714.2999546719,589
2716.00731201853,589
2717.71408007547,594
2719.42025884271,589
2721.12584832026,584
2722.83084850811,583
2724.53525940627,593
2726.23908101473,561
2727.9423133335,564
2729.64495636257,592
2731.34701010195,551
2733.04847455163,567
2734.74934971162,580
2736.44963558191,578
2738.1493321625,545
2739.8484394534,582
2741.54695745461,548
2743.24488616612,537
2744.94222558794,560
2746.63897572006,597
2748.33513656248,575
2750.03070811521,560
2751.72569037825,551
2753.42008335159,594
2755.11388703523,551
2756.80710142918,557
2758.49972653344,560
2760.191762348,583
2761.88320887286,553
2763.57406610803,551
2765.26433405351,580
2766.95401270929,542
2768.64310207537,560
2770.33160215176,555
2772.01951293846,550
2773.70683443545,534
2775.39356664276,518
2777.07970956037,523
2778.76526318828,571
2780.4502275265,560
2782.13460257502,550
2783.81838833385,559
2785.50158480298,538
2787.18419198242,534
2788.86620987216,561
2790.54763847221,528
2792.22847778257,561
2793.90872780322,557
2795.58838853419,543
2797.26745997545,551
2798.94594212703,555
2800.6238349889,544
2802.30113856108,543
2803.97785284357,541
2805.65397783636,544
2807.32951353946,547
2809.00445995286,562
2810.67881707657,533
2812.35258491058,524
2814.0257634549,536
2815.69835270952,575
2817.37035267444,536
2819.04176334968,528
2820.71258473521,557
2822.38281683105,537
2824.0524596372,527
2825.72151315365,529
2827.3899773804,538
2829.05785231746,539
2830.72513796483,556
2832.3918343225,539
2834.05794139047,528
2835.72345916875,560
2837.38838765734,542
2839.05272685623,550
2840.71647676542,540
2842.37963738492,544
2844.04220871473,551
2845.70419075484,537
2847.36558350525,546
2849.02638696597,525
2850.68660113699,548
2852.34622601832,514
2854.00526160996,530
2855.6637079119,531
2857.32156492414,521
2858.97883264669,561
2860.63551107954,531
2862.2916002227,530
2863.94710007616,570
2865.60201063993,557
2867.256331914,516
2868.91006389838,513
2870.56320659306,526
2872.21575999805,548
2873.86772411334,550
2875.51909893894,531
2877.16988447484,539
2878.82008072105,560
2880.46968767756,524
2882.11870534438,529
2883.7671337215,501
2885.41497280893,547
2887.06222260666,536
2888.70888311469,554
2890.35495433304,547
2892.00043626168,505
2893.64532890063,544
2895.28963224989,544
2896.93334630945,538
2898.57647107932,517
2900.21900655949,527
2901.86095274996,519
2903.50230965074,529
2905.14307726183,527
2906.78325558322,534
2908.42284461491,532
2910.06184435691,532
2911.70025480922,521
2913.33807597183,526
2914.97530784474,531
2916.61195042796,546
2918.24800372149,522
2919.88346772532,542
2921.51834243945,539
2923.15262786389,516
2924.78632399864,529
2926.41943084368,512
2928.05194839904,527
2929.6838766647,535
2931.31521564066,508
2932.94596532693,510
2934.5761257235,502
2936.20569683038,531
2937.83467864756,503
2939.46307117505,530
2941.09087441284,514
2942.71808836094,537
2944.34471301934,520
2945.97074838805,492
2947.59619446707,507
2949.22105125638,529
2950.845318756,502
2952.46899696593,514
2954.09208588616,532
2955.7145855167,549
2957.33649585754,527
2958.95781690869,524
2960.57854867014,527
2962.1986911419,525
2963.81824432396,541
2965.43720821633,503
2967.055582819,527
2968.67336813197,537
2970.29056415525,542
2971.90717088884,516
2973.52318833273,509
2975.13861648693,501
2976.75345535143,545
2978.36770492623,537
2979.98136521134,532
2981.59443620676,531
2983.20691791248,509
2984.8188103285,550
2986.43011345483,543
2988.04082729147,554
2989.65095183841,528
2991.26048709565,516
2992.8694330632,524
2994.47778974106,512
2996.08555712922,526
2997.69273522768,535
2999.29932403645,522
3000.90532355552,525
3002.5107337849,528
3004.11555472459,526
3005.71978637457,537
3007.32342873487,549
3008.92648180547,513
3010.52894558637,522
3012.13082007758,518
3013.73210527909,521
3015.33280119091,523
3016.93290781303,512
3018.53242514546,524
3020.13135318819,526
3021.72969194123,528
3023.32744140457,498
3024.92460157822,521
3026.52117246217,540
3028.11715405643,517
3029.71254636099,525
3031.30734937586,516
3032.90156310103,507
3034.49518753651,515
3036.08822268229,540
3037.68066853837,517
3039.27252510477,529
3040.86379238146,529
3042.45447036846,529
3044.04455906577,527
3045.63405847338,531
3047.22296859129,517
3048.81128941952,502
3050.39902095804,527
3051.98616320687,550
3053.57271616601,535
3055.15867983545,539
3056.74405421519,504
3058.32883930524,557
3059.9130351056,516
3061.49664161626,519
3063.07965883722,510
3064.66208676849,533
3066.24392541007,505
3067.82517476195,535
3069.40583482413,518
3070.98590559662,524
3072.56538707941,534
3074.14427927251,509
3075.72258217592,541
3077.30029578962,536
3078.87742011364,520
3080.45395514796,552
3082.02990089258,522
3083.60525734751,516
3085.18002451274,532
3086.75420238828,539
3088.32779097412,536
3089.90079027027,515
3091.47320027672,531
3093.04502099348,528
3094.61625242054,523
3096.18689455791,518
3097.75694740558,528
3099.32641096356,497
3100.89528523184,520
3102.46357021043,545
3104.03126589932,506
3105.59837229852,526
3107.16488940802,504
3108.73081722783,518
3110.29615575794,517
3111.86090499835,544
3113.42506494908,514
3114.9886356101,519
3116.55161698143,522
3118.11400906307,521
3119.67581185501,517
3121.23702535725,523
3122.79764956981,493
3124.35768449266,510
3125.91713012582,498
3127.47598646929,496
3129.03425352306,507
3130.59193128713,520
3132.14901976151,504
3133.7055189462,493
3135.26142884119,518
3136.81674944648,524
3138.37148076208,521
3139.92562278798,496
3141.47917552419,502
3143.03213897071,511
3144.58451312753,505
3146.13629799465,520
3147.68749357208,531
3149.23809985981,542
3150.78811685785,507
3152.3375445662,533
3153.88638298484,525
3155.4346321138,515
3156.98229195306,517
3158.52936250262,504
3160.07584376249,503
3161.62173573266,509
3163.16703841314,503
3164.71175180392,495
3166.25587590501,510
3167.7994107164,527
3169.3423562381,524
3170.8847124701,513
3172.42647941241,521
3173.96765706502,525
3175.50824542794,535
3177.04824450116,530
3178.58765428468,511
3180.12647477851,521
3181.66470598265,512
3183.20234789709,499
3184.73940052184,515
3186.27586385689,500
3187.81173790225,510
3189.34702265791,530
3190.88171812387,499
3192.41582430014,512
3193.94934118672,508
3195.4822687836,503
3197.01460709078,506
3198.54635610827,525
3200.07751583607,518
3201.60808627417,524
3203.13806742258,474
3204.66745928128,537
3206.1962618503,501
3207.72447512962,510
3209.25209911924,500
3210.77913381917,512
3212.30557922941,532
3213.83143534995,513
3215.35670218079,495
3216.88137972194,482
3218.40546797339,496
3219.92896693515,521
3221.45187660722,518
3222.97419698958,505
3224.49592808226,495
3226.01706988524,518
3227.53762239852,497
3229.05758562211,477
3230.576959556,498
3232.0957442002,495
3233.6139395547,535
3235.13154561951,505
3236.64856239462,502
3238.16498988004,498
3239.68082807576,496
3241.19607698179,500
3242.71073659812,486
3244.22480692476,516
3245.7382879617,483
3247.25117970894,491
3248.7634821665,491
3250.27519533435,477
3251.78631921251,473
3253.29685380098,498
3254.80679909975,494
3256.31615510883,485
3257.82492182821,497
3259.33309925789,503
3260.84068739789,473
3262.34768624818,505
3263.85409580878,485
3265.35991607969,526
3266.8651470609,497
3268.36978875241,501
3269.87384115423,512
3271.37730426636,515
3272.88017808879,485
3274.38246262152,498
3275.88415786456,494
3277.38526381791,501
3278.88578048156,493
3280.38570785551,499
3281.88504593977,532
3283.38379473433,500
3284.8819542392,512
3286.37952445438,503
3287.87650537986,517
3289.37289701564,500
3290.86869936173,497
3292.36391241812,470
3293.85853618482,483
3295.35257066182,512
3296.84601584913,495
3298.33887174675,503
3299.83113835466,472
3301.32281567289,484
3302.81390370141,512
3304.30440244025,508
3305.79431188938,514
3307.28363204883,508
3308.77236291857,501
3310.26050449863,486
3311.74805678898,496
3313.23501978964,490
3314.72139350061,521
3316.20717792188,483
3317.69237305346,519
3319.17697889534,502
3320.66099544753,511
3322.14442271002,489
3323.62726068282,510
3325.10950936592,514
3326.59116875932,502
3328.07223886303,502
3329.55271967705,517
3331.03261120137,528
3332.511913436,471
3333.99062638093,511
3335.46875003616,515
3336.9462844017,519
3338.42322947755,468
3339.8995852637,511
3341.37535176015,495
3342.85052896691,485
3344.32511688398,500
3345.79911551135,498
3347.27252484902,493
3348.745344897,484
3350.21757565528,504
3351.68921712387,490
3353.16026930277,507
3354.63073219197,502
3356.10060579147,503
3357.56989010128,502
3359.03858512139,494
3360.50669085181,526
3361.97420729253,502
3363.44113444356,513
3364.9074723049,508
3366.37322087653,489
3367.83838015848,509
3369.30295015072,505
3370.76693085328,519
3372.23032226613,508
3373.6931243893,472
3375.15533722276,521
3376.61696076654,498
3378.07799502061,508
3379.538439985,492
3380.99829565968,503
3382.45756204467,489
3383.91623913997,470
3385.37432694557,497
3386.83182546148,506
3388.28873468769,528
3389.74505462421,502
3391.20078527103,490
3392.65592662815,500
3394.11047869559,494
3395.56444147332,528
3397.01781496136,504
3398.47059915971,510
3399.92279406836,510
3401.37439968731,485
3402.82541601657,493
3404.27584305614,488
3405.72568080601,519
3407.17492926618,483
3408.62358843666,504
3410.07165831745,486
3411.51913890854,516
3412.96603020993,486
3414.41233222163,510
3415.85804494364,507
3417.30316837595,485
3418.74770251856,511
3420.19164737148,491
3421.6350029347,484
3423.07776920823,498
3424.51994619207,501
3425.9615338862,511
3427.40253229065,472
3428.8429414054,490
3430.28276123045,483
3431.72199176581,491
3433.16063301147,504
3434.59868496744,535
3436.03614763371,519
3437.47302101029,479
3438.90930509717,508
3440.34499989436,488
3441.78010540185,490
3443.21462161965,485
3444.64854854775,494
3446.08188618616,508
3447.51463453487,483
3448.94679359389,471
3450.37836336321,487
3451.80934384284,505
3453.23973503277,494
3454.669536933,484
3456.09874954354,483
3457.52737286439,505
3458.95540689554,496
3460.382851637,507
3461.80970708876,512
3463.23597325082,496
3464.6616501232,470
3466.08673770587,487
3467.51123599885,491
3468.93514500214,489
3470.35846471573,498
3471.78119513962,486
3473.20333627382,510
3474.62488811833,496
3476.04585067314,485
3477.46622393825,487
3478.88600791367,506
3480.30520259939,481
3481.72380799542,498
3483.14182410176,481
3484.5592509184,477
3485.97608844534,514
3487.39233668259,501
3488.80799563014,489
3490.223065288,485
3491.63754565617,493
3493.05143673464,485
3494.46473852341,493
3495.87745102249,499
3497.28957423187,491
3498.70110815156,500
3500.11205278155,491
3501.52240812185,500
3502.93217417245,481
3504.34135093336,483
3505.74993840457,484
